name,dapp_sector,dapp_category,sub_category,is_active,is_multi_chain,governance_type,ownership_status,level_of_decentralisation,research_comments,tags,token_symbol,token_type,website,launch_date,chains,raised_capital,tvl,tvl_ratio,market_cap,circulating_supply,total_supply,price,users,volume,transactions,total_liquidity_usd,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d
4EVERLAND,other,Social Network,"DAO Tooling, Social",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,Decentralized hosting/DePIN with $4EVER as governance; infra has distributed nodes but roadmap/exec by team,"NFT, Social, ethereum-ecosystem, bnb-chain-ecosystem, Artificial Intelligence (AI), BNB Chain Ecosystem, Ethereum Ecosystem, DePIN, AI Framework",4EVER,GOVERNANCE,https://www.4everland.org/,,"arbitrum,blast,bnb-chain,ethereum,linea,opbnb,optimism,polygon,zksync-era",0,0,,4054732,2858333334,10000000000,0.000966064739,294,1141.69,2396,-0.19479298,-4.27570281,-14.26175472,-37.66202862,-56.64391238,-62.45546072,
PagCrypto,other,Payments/RWA,Payments,TRUE,FALSE,NONE,COMPANY_OWNED,CENTRALIZED,Brazilian crypto-to-PIX/boletos payment app; fully company-run; no DAO,DeFi,,,https://pagcrypto.finance,,solana,0,0,0,0,0,0,0,293,94086.05,1177,0,0,0,0,0,0,
Polygon Income,high-risk,DAO Tooling,"DAO Tooling, Staking, Yield Optimizer",TRUE,FALSE,NONE,COMPANY_OWNED,CENTRALIZED,Polygon Income” promises fixed yields; no credible governance—operator controlled.,"Token Launch Platforms, Staking, DeFi, Governance",,,https://polygonincome.com/,,polygon,0,0,0,0,0,0,0,288,40566.72,1174,0,0,0,0,0,0,
Bomb Crypto Marketplace,marketplaces,NFT marketplace,"NFT Marketplace, Marketplace, DAO Tooling, Play 2 Earn",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,Bomb Crypto ecosystem uses BCOIN with “governance votes”; marketplace/game ops by studio,"NFT, Games, Play to Earn, Marketplaces",BCOIN,UTILITY,https://market.bombcrypto.io/,,bnb-chain,0,0,0,0,0,0,0,287,892.72,1944,0,0,0,0,0,0,
Moon Roll,gambling,Casino,"Casino, DAO Tooling",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Crypto casino/lootbox site; no governance process—rules/treasury by team,"Gambling, NFT, Casino",,,https://moonroll.io/,,"ethereum,solana",0,0,0,0,0,0,0,280,199365.43,2918,0,0,0,0,0,0,
Nomis,other,Infrastructure,Infrastructure,TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,On-chain reputation/SBT protocol; contracts onchain but no public DAO,"NFT, DeFi",,,https://nomis.cc/,,"arbitrum,linea,other,polygon,zksync-era",0,0,0,0,0,0,0,276,1424.87,328,0,0,0,0,0,0,
Kaito,other,Social Network,"DAO Tooling, Analytics, AI Research, Social",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,$KAITO introduced for community governance; team/foundation executes,"communications-social-media, ai-big-data, social-token, governance, dragonfly-capital-portfolio, hashkey-capital-portfolio, spartan-group, base-ecosystem, binance-hodler-airdrops, binance-ecosystem, binance-listing, Artificial Intelligence (AI), Analytics, Base Ecosystem, Binance HODLer Airdrops, InfoFi, Launchpad",KAITO,GOVERNANCE,https://kaito.ai/,,base,0,0,,161396332.7,241388889,1000000000,0.671124176,273,0.04,273,2.10691681,1.17136985,-25.39171535,-41.05086295,-30.15693647,-35.68730817,0
GTokenTool,high-risk,NFT marketplace,Marketplace,TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"No-code token launcher; documentation shows operator-run product, no DAO","Token Launch Platforms, DeFi, Marketplaces",,,https://www.gtokentool.com,,"base,bnb-chain,ethereum,solana",0,0,0,0,0,0,0,272,668820.46,757,0,0,0,0,0,0,
CyberConnect,social,SocialFi,"SocialFi, Social, Identity, DAO Tooling",TRUE,TRUE,SNAPSHOT_OFFCHAIN,FOUNDATION_OWNED,SEMI_DECENTRALIZED,CyberDAO framework with CYBER token; governance docs + foundation wrapper; core ops by orgs,"Content Creation, NFT, platform, communications-social-media, collectibles-nfts, interoperability, reputation, smart-contracts, ethereum-ecosystem, binance-launchpool, layer-2, governance, binance-labs-portfolio, dragonfly-capital-portfolio, multicoin-capital-portfolio, polygon-ecosystem, web3, arbitrum-ecosystem, animoca-brands-portfolio, spartan-group, bnb-chain-ecosystem, optimism-ecosystem, polygon-ventures-portfolio, dwf-labs-portfolio, base-ecosystem, linea-ecosystem, cyber-ecosystem, binance-ecosystem, binance-listing, Artificial Intelligence (AI), Smart Contract Platform, SocialFi, BNB Chain Ecosystem, Binance Launchpool, Ethereum Ecosystem, Decentralized Identifier (DID), Optimism Ecosystem, Layer 2 (L2), Animoca Brands Portfolio, Multicoin Capital Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Delphi Ventures Portfolio, Cyber Ecosystem, Optimism Superchain Ecosystem, AI Applications, ai-applications",CYBER,UTILITY,https://cyberconnect.me/,,"arbitrum,base,bnb-chain,ethereum,linea,optimism,polygon",0,0,,43610359.91,57079817,100000000,0.8019383236,268,0,268,2.56444552,3.3443971,-3.5027502,-25.63780289,-45.66022588,-60.17644197,
OpenSource,other,DAO Tooling,DAO Tooling,TRUE,FALSE,SNAPSHOT_OFFCHAIN,MIXED,SEMI_DECENTRALIZED,osDAO uses $OS for platform/repo-level votes; team still ships core infra,"Content Creation, Knowledge",OS,UTILITY,https://os.codes/,,base,0,0,0,0,0,0,0,265,18514.98,16,0,0,0,0,0,0,
nCaptcha,other,Privacy/Security,Identity,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Knowledge, Discussions",,,https://ncaptcha.xyz/,,near,0,0,0,0,0,0,0,257,12.27,706,0,0,0,0,0,0,
Boom,other,NFT Gaming,"Wallet, DAO Tooling, AI Social, Play 2 Earn",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,BOOM token for governance/rewards; protocol ops and deployments by company,"Social, RWA, Games, ai-big-data, gaming, ethereum-ecosystem, mvb, bnb-chain-ecosystem, binance-alpha, binance-wallet-ido, binance-ecosystem, Artificial Intelligence (AI), Gaming (GameFi), BNB Chain Ecosystem, Binance Wallet IDO",BOOM,UTILITY,https://boomai.io/,,"bnb-chain,opbnb,solana",0,0,,2451008,252905745.8,999989078.8,0.01145694664,252,95.21,26297,-0.15544839,3.84011503,-7.15674458,-40.80907842,47.22273735,-9.60533725,0
Tezos Domains,other,Privacy/Security,Identity,TRUE,FALSE,ONCHAIN_TOKEN_GOVERNANCE,DAO_OWNED,DECENTRALIZED,Tezos Domains DAO with on-chain TED/TEDv voting controlling policy/treasury/upgrades,"Tezos Ecosystem, Decentralized Identifier (DID)",TED,GOVERNANCE,https://tezos.domains/,,tezos,0,0,0,0,0,91826365,0.0045788,251,4188.82,895,0,4.97151,2.61753,3.12011,0,0,
LastMint,gambling,NFT Gaming,"Casino, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,NFT “Jackpot or GG” mint game run by Hexagon Studios; no DAO,Gambling,,,https://lastmint.fun,,solana,0,0,0,0,0,0,0,249,15053.34,9632,0,0,0,0,0,0,
Match,social,SocialFi,"SocialFi, Social, DAO Tooling, Staking",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,"Whitepaper shows decentralized governance, but execution appears team-led today","Social, Staking, Governance",,,https://dapp.match.top,,base,0,0,0,0,0,0,0,249,54.37,1095,0,0,0,0,0,0,
Blast Deposit,other,Infrastructure,Infrastructure,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,,,,https://blast.io/en,,ethereum,0,0,0,0,0,0,0,247,0,248,0,0,0,0,0,0,
poidh,social,Social Network,Social,TRUE,TRUE,NONE,UNKNOWN,DECENTRALIZED,Fully on-chain proof-of-impact; autonomous,"Content Creation, NFT, Move to Earn, Social",,,https://poidh.xyz,,"arbitrum,base",0,0,0,0,0,0,0,245,1433.57,753,0,0,0,0,0,0,
APPICS,social,SocialFi,"SocialFi, Social, Identity, DAO Tooling",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,APX token with staking/governance claims; app/marketplace operated by company.,"Content Creation, Discussions, Photos, NFT, Videos, Media, SocialFi",APX,"GOVERNANCE, UTILITY",https://linktr.ee/appics,,telos,0,,,0,0,0,0.0004424125447,244,0,66088,1.61583842,1.7257195,-4.60830623,-20.5983868,-17.39607112,-31.92016028,
Aim Finance Tech,high-risk,DAO Tooling,"DAO Tooling, Staking, Yield Optimizer",TRUE,FALSE,NONE,UNKNOWN,CENTRALIZED,,"AI, Staking, Yield, DeFi, Governance",,,https://aimfinancetech.com/,,bnb-chain,0,0,0,0,0,0,0,241,770.4,1313,0,0,0,0,0,0,
SKALE Manager,other,NFT Gaming,"DAO Tooling, Play 2 Earn, Staking",TRUE,FALSE,MULTISIG_WITH_COMMUNITY_INPUT,FOUNDATION_OWNED,SEMI_DECENTRALIZED,SKALE Network governed by SKALE DAO; SKALE Manager is portal/contracts; multisig + DAO processes,"Layer 2, Content Creation, Staking, Games, Governance",SKL,UTILITY,https://portal.skale.space,,ethereum,0,0,0,0,0,0,0,240,425135.87,491,0,0,0,0,0,0,
MetaMap,social,Metaverse,"Social, Metaverse",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Metaverse, Social",,,https://www.meta-map.xyz/,,soneium,0,0,0,0,0,0,0,238,0,673833,0,0,0,0,0,0,
LuckySea,gambling,NFT Gaming,"Casino, DAO Tooling, Play 2 Earn",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Lootbox/NFT platform; ToS/site indicate fully operator-run—no governance.,"Gambling, NFT, Casino, Games",,,https://luckysea.gg,,"ethereum,polygon,sei,solana",0,0,0,0,0,0,0,235,36295.82,1863,0,0,0,0,0,0,
Hey Anon,other,Infrastructure,"AI Agent Platform, AI DeFi",TRUE,TRUE,SNAPSHOT_OFFCHAIN,MIXED,SEMI_DECENTRALIZED,ANON token governs “Anon DAO”; team builds/executes AI DeFi agents—hence semi,"ai-big-data, ethereum-ecosystem, solana-ecosystem, arbitrum-ecosystem, bnb-chain-ecosystem, dwf-labs-portfolio, base-ecosystem, ai-agents, binance-alpha, defai, metis-andromeda-ecosystem, iota-evm-ecosystem, sonic-ecosystem, binance-ecosystem, Artificial Intelligence (AI), Decentralized Finance (DeFi), Solana Ecosystem, Avalanche Ecosystem, Arbitrum Ecosystem, Metis Ecosystem, AI Agents, Hyperliquid Ecosystem, Sonic Ecosystem, IOTA EVM Ecosystem, HyperEVM Ecosystem, Cross-chain Communication",ANON,UTILITY,https://heyanon.ai/,,"arbitrum,avalanche,base,ethereum,solana",0,0,,34588420,13422645.01,20979644.95,1.270613662,231,523.58,2589,1.69725174,6.98776808,-9.12843685,16.36916742,-3.0464783,-47.10558597,
Friend.tech,social,SocialFi,"SocialFi, Social",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,Friend.tech has $FRIEND token; app is non-custodial on Base but no binding community control over ops.,"SocialFi, Base Ecosystem",FRIEND,REWARD,https://www.friend.tech/,,base,0,3001456,0,12172209,94885121.3,94885121.3,0.128284,222,931.26,2084,0,306.65084,39.24314,178.02984,0,0,
Abstract Global Wallet,other,Wallet,Wallet,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,Non-custodial wallet infra,,,,https://docs.abs.xyz/abstract-global-wallet/overview,,abstract,0,0,0,0,0,0,0,219,0,68787,0,0,0,0,0,0,
BNB ROSNEFT,high-risk,Yield Aggregator,Farming,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Farming, DeFi",,,https://www.bnbrosneft.app/,,bnb-chain,0,0,0,0,0,0,0,216,12962.38,1681,0,0,0,0,0,0,
StarryNift,social,NFT marketplace,"SocialFi, Social, AI Agent Platform, Marketplace",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,SNIFT token + DAO allocation; community participation exists but marketplace/game ops and execution remain with the team.,"Content Creation, NFT, Games, Play to Earn, Marketplaces, ai-big-data, gaming, binance-labs-portfolio, metaverse, play-to-earn, mvb, okx-ventures-portfolio, bnb-chain-ecosystem, ai-agents, binance-ecosystem, Artificial Intelligence (AI), BNB Chain Ecosystem, AI Agents",SNIFT,UTILITY,https://app.starrynift.art/,,bnb-chain,0,0,,1098152,457015500,1000000000,0.0004384161006,212,0,3244,-0.13874162,0.87205206,-4.41695224,-0.30120849,-93.04334182,-94.14496201,
Bitget Red Packet,social,Social Network,"Social, Wallet",TRUE,TRUE,NONE,COMPANY_OWNED,CENTRALIZED,Bitget “Red Packet” is a wallet feature/campaign; no tokenholder control or DAO—fully operator-run,DeFi,,,https://web3.bitget.com/en,,"arbitrum,avalanche,bnb-chain,ethereum,fantom,kaia,optimism,other,polygon,tron",0,0,0,0,0,0,0,209,2925.77,959,0,0,0,0,0,0,
Solana Casino,gambling,Casino,"Casino, DAO Tooling",TRUE,FALSE,NONE,COMPANY_OWNED,CENTRALIZED,"SOL casino site; standard centralized gaming operations, no DAO or governance token controlling policies","Gambling, Casino",,,https://solanacasino.bet,,solana,0,0,0,0,0,0,0,208,225671.86,3688,0,0,0,0,0,0,
MorpheusAI,other,DAO Tooling,"DAO Tooling, AI Agent Platform, AI Compute, Staking",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"MOR token powers a P2P AI network; docs mention ecosystem and token, but no binding community governance","Pools, AI, Staking, Artificial Intelligence (AI), Arbitrum Ecosystem, Ethereum Ecosystem, Base Ecosystem, AI Agents, ethereum-ecosystem, arbitrum-ecosystem, base-ecosystem",MOR,UTILITY,https://mor.org/,,"arbitrum,base,ethereum",0,24291717,,8413234.99,5836449.587,8557620.224,1.431857189,208,426360.88,710,2.09432443,0.94590297,-30.52164319,-51.19657884,-53.24942202,-73.42606412,23803617
ChainPoker,gambling,NFT Gaming,"Casino, DAO Tooling, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Telegram poker bot/game; operator sets rules/treasury; no public DAO governance,"Gambling, Casino",,,https://t.me/chainpokerofficial_bot,,ton,0,0,0,0,0,0,0,194,8621.55,533,0,0,0,0,0,0,
SoQuest,social,Social Network,"Social, DAO Tooling, Farming, Yield Optimizer",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Quest/airdrop platform by Port3; product is operator-run with no user governance,"Farming, NFT, Yield, DeFi, Play to Earn",,,https://soquest.xyz/,,"bnb-chain,ethereum,polygon",0,0,0,0,0,0,0,189,17921.38,256,0,0,0,0,0,0,
DistrictOne,social,NFT Gaming,"SocialFi, Social, DAO Tooling, Play 2 Earn",TRUE,FALSE,ONCHAIN_TOKEN_GOVERNANCE,COMPANY_OWNED,SEMI_DECENTRALIZED,DSTRX is governance token; contracts under timelock; team still runs product/infra → semi,"DeFi, Games",DSTRX,GOVERNANCE,https://districtone.io,,blast,0,0,0,0,0,0,0,187,214.99,258,0,0,0,0,0,0,
Ecency,social,Social Network,Social,TRUE,FALSE,HYBRID,FOUNDATION_OWNED,SEMI_DECENTRALIZED,Hive blockchain social app,,ECENCY,REWARD,https://ecency.com,,hive,0,0,0,0,0,0,0,182,15.56,569,0,0,0,0,0,0,
Tevaera,marketplaces,NFT marketplace,"NFT Marketplace, Marketplace, DAO Tooling, Identity",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,EVA governance portal and DAO process documented; execution remains team-led during progressive decentralization,"NFT, Games, Marketplaces, collectibles-nfts, gaming, base-ecosystem, Gaming (GameFi), Base Ecosystem, Gaming Platform",TEVA,UTILITY,https://tevaera.com/,,base,0,0,,2628441,489913207,4000000000,0.001925914742,181,195.88,1018,1.05612093,5.29504537,-16.2934553,-51.40314559,-44.35572143,-60.70752985,
Rada Quest TCG,social,Payments/RWA,"Social, Farming, Marketplace, Payments",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,WAX TCG operated by studio; marketplace listings via third-party markets; no DAO,"Art, Farming, NFT, Games, Play to Earn",,,https://radaquest.net/,,wax,0,0,0,0,0,0,0,179,24.24,3044,0,0,0,0,0,0,
RACE Poker,gambling,NFT Gaming,"Casino, DAO Tooling, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"On-chain poker app on Solana; token exists, but governance of platform remains with team","Gambling, Casino, Games, Play to Earn",RACE,UTILITY,https://race.poker/,,solana,0,0,0,0,0,0,0,170,1866.1,6990,0,0,0,0,0,0,
SolBitGame,gambling,NFT Gaming,"Casino, DAO Tooling, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Solana game site; no governance disclosures—operator controls rules and treasury.,"Gambling, Casino, DeFi, Games, Play to Earn",,,https://solbitgame.com/,,solana,0,0,0,0,0,0,0,170,406987.37,55790,0,0,0,0,0,0,
SuperVol,gambling,Casino,Casino,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,Gambling,,,https://supervol.io,,soneium,0,0,0,0,0,0,0,170,51426.25,40946,0,0,0,0,0,0,
iMe Messenger,social,Social Network,Social,TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,Messaging + DeFi; DAO voting; BNB/TON,"Social, AI, DeFi",LIME,UTILITY,https://www.imem.app/,,"bnb-chain,solana",0,0,0,0,0,0,0,169,0,204,0,0,0,0,0,0,
SmartCash V2,high-risk,Yield Aggregator,"Farming, Staking",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Farming, Staking",,,https://smartcashv2.github.io,,bnb-chain,0,0,0,0,0,0,0,168,93268.98,1460,0,0,0,0,0,0,
Lotshot,gambling,Casino,"Casino, Lottery",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Lottery/raffle dapp; no DAO or tokenholder authority—company-run.,Gambling,,,https://lotshot.io,,ton,0,0,0,0,0,0,0,166,12592.42,2935,0,0,0,0,0,0,
DappRadar Quests,social,NFT Gaming,"Social, Metaverse, Play 2 Earn",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,RADAR DAO treasury; company operates product,"NFT, Metaverse, Social, Games",RADAR,REWARD,https://dappradar.com/rewards/quests,,"bnb-chain,optimism,polygon",0,0,0,0,0,0,0,163,180,172,0,0,0,0,0,0,
XCAD Network,social,SocialFi,"SocialFi, Social, AI Agent Platform, DAO Tooling",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,XCAD has a governance portal for tokenholder votes; core platform/foundation executes,"NFT, Yield, Games, Play to Earn, Marketplaces, communications-social-media, collectibles-nfts, content-creation, ethereum-ecosystem, solana-ecosystem, polygon-ecosystem, zilliqa-ecosystem, bnb-chain-ecosystem, base-ecosystem, metis-andromeda-ecosystem, opbnb-ecosystem, SocialFi, BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, DaoMaker Launchpad, Zilliqa Ecosystem, Ethereum Ecosystem, Metis Ecosystem, Step Network Ecosystem, Base Ecosystem, opBNB Ecosystem, Artificial Intelligence (AI), AI Agent Launchpad",XCAD,GOVERNANCE,https://xcadnetwork.com/,,"bnb-chain,opbnb",0,0,,2526708,102623399.3,194817990.6,0.009461603385,156,6.8,1435,0.55674817,0.03737727,-22.81155926,-41.58342523,-59.83958663,-70.86035351,
TRON EARN 2025,high-risk,Yield Aggregator,"Farming, Staking",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Farming, Staking",,,https://tronearn.smartxproject.xyz/,,tron,0,0,0,0,0,0,0,154,11.03,285,0,0,0,0,0,0,
BnbGift`s,high-risk,Infrastructure,Derivatives,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Layer 2, Pools, Move to Earn, Play to Earn",,,https://bnb-gifts.xyz/?ref=83,,opbnb,0,0,0,0,0,0,0,152,1954.49,299,0,0,0,0,0,0,
TENAMINT,social,NFT Gaming,"Social, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Gambling, NFT, Sports, Games, Play to Earn",,,https://TENAMINT.com,,skale-nebula,0,0,0,0,0,0,0,152,0,3066,0,0,0,0,0,0,
Steemhunt,other,Infrastructure,Infrastructure,TRUE,FALSE,HYBRID,FOUNDATION_OWNED,SEMI_DECENTRALIZED,Hive-based; DPoS (delegated proof of stake),,,,https://steemhunt.com,,steem,0,0,0,0,0,0,0,149,0,357,0,0,0,0,0,0,
POLX-AI,high-risk,Infrastructure,Derivatives,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,,,,https://polx-ai.com,,polygon,0,0,0,0,0,0,0,148,1803.48,673,0,0,0,0,0,0,
BetHash,gambling,Casino,Casino,TRUE,FALSE,NONE,COMPANY_OWNED,CENTRALIZED,,,,,https://bethash.io/,,tron,0,0,0,0,0,0,0,147,42358.45,311,0,0,0,0,0,0,
Near Social,social,SocialFi,"SocialFi, Social, Identity, DAO Tooling",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,Decentralized social app on NEAR; app logic/infra by core team; no binding protocol-level DAO for the app.,"Content Creation, Knowledge, Discussions, Photos, Governance",NEAR,UTILITY,https://near.social/,,near,0,0,0,0,0,0,0,143,26.47,476,0,0,0,0,0,0,
ARBITWHALE,high-risk,DAO Tooling,"DAO Tooling, Staking",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Meme/arb site; no credible governance docs—fully operator-run,"Staking, DeFi",,,https://arbitwhale.com/,,polygon,0,0,0,0,0,0,0,142,2284.83,1314,0,0,0,0,0,0,
ZNS Connect,social,NFT marketplace,"Social, Analytics, Marketplace",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,On-chain naming; team-operated,"NFT, DeFi, Marketplaces, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",,,https://www.znsconnect.io/,,"abstract,base,blast,bnb-chain,boba-eth,polygon,soneium,unichain,zetachain",0,,,0,0,0,0,142,713.19,179,,,,,,,
EAPES,marketplaces,NFT marketplace,"NFT Marketplace, Marketplace, Metaverse, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,NFT/game app; operations and economy controlled by project team; no DAO,"Pools, NFT, Metaverse, Staking, Marketplaces",,,https://app.eapes.com/,,multiversx,0,0,0,0,0,0,0,141,3076.36,576,0,0,0,0,0,0,
World Wide,gambling,Casino,Casino,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,Gambling,,,https://worldwidesystem.tech,,bnb-chain,0,0,0,0,0,0,0,139,16817.91,534,0,0,0,0,0,0,
KlimaDao,social,Payments/RWA,"Social, Staking, Tokenized rewards",TRUE,FALSE,DAO_WITH_TIMELOCK,FOUNDATION_OWNED,DECENTRALIZED,KlimaDAO uses formal DAO processes with foundation wrapper; on-chain/structured voting and execution,"Knowledge, Staking, defi, polygon-ecosystem, defi-2, protocol-owned-liquidity, real-world-assets-protocols, base-ecosystem, Rebase Tokens, Polygon Ecosystem, Ohm Fork, Regenerative Finance (ReFi), Real World Assets (RWA), Base Ecosystem",KLIMA,GOVERNANCE,https://www.klimadao.finance/,,polygon,0,2745646,0.25467642,0,7997365,6397783.102,0.08743521171,136,98.16,156,1.19196517,1.99303951,-13.76970289,-30.4112571,-50.84807354,-29.4457491,2768822
PasiveTon,high-risk,Yield Aggregator,Staking,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Pools, Staking, Play to Earn",,,https://pasiveton.netlify.app/,,ton,0,0,0,0,0,0,0,135,1719.16,848,0,0,0,0,0,0,
Playbux,social,NFT marketplace,"Social, Marketplace, Metaverse, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,SocialFi quest/reward token,"Art, Metaverse, Marketplaces, gaming, entertainment, binance-labs-portfolio, bnb-chain-ecosystem, binance-ecosystem, Gaming (GameFi), BNB Chain Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Arcade Games",PBUX,REWARD,https://playbux.co,,bnb-chain,0,0,,484503,386850576.9,400000000,0.0001031307963,134,0,1478,0,8.44148751,-82.80258174,-80.06712066,-89.63954689,-96.42419221,
